orderID,productID,unitPrice,quantity,discount
"10,550 ",61,28.5,10,0.1
"10,551 ",16,17.45,40,0.15
"10,551 ",35,18,20,0.15
"10,551 ",44,19.45,40,0
"10,552 ",69,36,18,0
"10,552 ",75,7.75,30,0
"10,553 ",11,21,15,0
"10,553 ",16,17.45,14,0
"10,553 ",22,21,24,0
"10,553 ",31,12.5,30,0
"10,553 ",35,18,6,0
"10,554 ",16,17.45,30,0.05
"10,554 ",23,9,20,0.05
"10,554 ",62,49.3,20,0.05
"10,554 ",77,13,10,0.05
"10,555 ",14,23.25,30,0.2
"10,555 ",19,9.2,35,0.2
"10,555 ",24,4.5,18,0.2
"10,555 ",51,53,20,0.2
"10,555 ",56,38,40,0.2
"10,556 ",72,34.8,24,0
"10,557 ",64,33.25,30,0
"10,557 ",75,7.75,20,0
"10,558 ",47,9.5,25,0
"10,558 ",51,53,20,0
"10,558 ",52,7,30,0
"10,558 ",53,32.8,18,0
"10,558 ",73,15,3,0
"10,559 ",41,9.65,12,0.05
"10,559 ",55,24,18,0.05
"10,560 ",30,25.89,20,0
"10,560 ",62,49.3,15,0.25
"10,561 ",44,19.45,10,0
"10,561 ",51,53,50,0
"10,562 ",33,2.5,20,0.1
"10,562 ",62,49.3,10,0.1
"10,563 ",36,19,25,0
"10,563 ",52,7,70,0
"10,564 ",17,39,16,0.05
"10,564 ",31,12.5,6,0.05
"10,564 ",55,24,25,0.05
"10,565 ",24,4.5,25,0.1
"10,565 ",64,33.25,18,0.1
"10,566 ",11,21,35,0.15
"10,566 ",18,62.5,18,0.15
"10,566 ",76,18,10,0
"10,567 ",31,12.5,60,0.2
"10,567 ",51,53,3,0
"10,567 ",59,55,40,0.2
"10,568 ",10,31,5,0
"10,569 ",31,12.5,35,0.2
"10,569 ",76,18,30,0
"10,570 ",11,21,15,0.05
"10,570 ",56,38,60,0.05
"10,571 ",14,23.25,11,0.15
"10,571 ",42,14,28,0.15
"10,572 ",16,17.45,12,0.1
"10,572 ",32,32,10,0.1
"10,572 ",40,18.4,50,0
"10,572 ",75,7.75,15,0.1
"10,573 ",17,39,18,0
"10,573 ",34,14,40,0
"10,573 ",53,32.8,25,0
"10,574 ",33,2.5,14,0
"10,574 ",40,18.4,2,0
"10,574 ",62,49.3,10,0
"10,574 ",64,33.25,6,0
"10,575 ",59,55,12,0
"10,575 ",63,43.9,6,0
"10,575 ",72,34.8,30,0
"10,575 ",76,18,10,0
"10,576 ",1,18,10,0
"10,576 ",31,12.5,20,0
"10,576 ",44,19.45,21,0
"10,577 ",39,18,10,0
"10,577 ",75,7.75,20,0
"10,577 ",77,13,18,0
"10,578 ",35,18,20,0
"10,578 ",57,19.5,6,0
"10,579 ",15,15.5,10,0
"10,579 ",75,7.75,21,0
"10,580 ",14,23.25,15,0.05
"10,580 ",41,9.65,9,0.05
"10,580 ",65,21.05,30,0.05
"10,581 ",75,7.75,50,0.2
"10,582 ",57,19.5,4,0
"10,582 ",76,18,14,0
"10,583 ",29,123.79,10,0
"10,583 ",60,34,24,0.15
"10,583 ",69,36,10,0.15
"10,584 ",31,12.5,50,0.05
"10,585 ",47,9.5,15,0
"10,586 ",52,7,4,0.15
"10,587 ",26,31.23,6,0
"10,587 ",35,18,20,0
"10,587 ",77,13,20,0
"10,588 ",18,62.5,40,0.2
"10,588 ",42,14,100,0.2
"10,589 ",35,18,4,0
"10,590 ",1,18,20,0
"10,590 ",77,13,60,0.05
"10,591 ",3,10,14,0
"10,591 ",7,30,10,0
"10,591 ",54,7.45,50,0
"10,592 ",15,15.5,25,0.05
"10,592 ",26,31.23,5,0.05
"10,593 ",20,81,21,0.2
"10,593 ",69,36,20,0.2
"10,593 ",76,18,4,0.2
"10,594 ",52,7,24,0
"10,594 ",58,13.25,30,0
"10,595 ",35,18,30,0.25
"10,595 ",61,28.5,120,0.25
"10,595 ",69,36,65,0.25
"10,596 ",56,38,5,0.2
"10,596 ",63,43.9,24,0.2
"10,596 ",75,7.75,30,0.2
"10,597 ",24,4.5,35,0.2
"10,597 ",57,19.5,20,0
"10,597 ",65,21.05,12,0.2
"10,598 ",27,43.9,50,0
"10,598 ",71,21.5,9,0
"10,599 ",62,49.3,10,0
"10,600 ",54,7.45,4,0
"10,600 ",73,15,30,0
"10,601 ",13,6,60,0
"10,601 ",59,55,35,0
"10,602 ",77,13,5,0.25
"10,603 ",22,21,48,0
"10,603 ",49,20,25,0.05
"10,604 ",48,12.75,6,0.1
"10,604 ",76,18,10,0.1
"10,605 ",16,17.45,30,0.05
"10,605 ",59,55,20,0.05
"10,605 ",60,34,70,0.05
"10,605 ",71,21.5,15,0.05
"10,606 ",4,22,20,0.2
"10,606 ",55,24,20,0.2
"10,606 ",62,49.3,10,0.2
"10,607 ",7,30,45,0
"10,607 ",17,39,100,0
"10,607 ",33,2.5,14,0
"10,607 ",40,18.4,42,0
"10,607 ",72,34.8,12,0
"10,608 ",56,38,28,0
"10,609 ",1,18,3,0
"10,609 ",10,31,10,0
"10,609 ",21,10,6,0
"10,610 ",36,19,21,0.25
"10,611 ",1,18,6,0
"10,611 ",2,19,10,0
"10,611 ",60,34,15,0
"10,612 ",10,31,70,0
"10,612 ",36,19,55,0
"10,612 ",49,20,18,0
"10,612 ",60,34,40,0
"10,612 ",76,18,80,0
"10,613 ",13,6,8,0.1
"10,613 ",75,7.75,40,0
"10,614 ",11,21,14,0
"10,614 ",21,10,8,0
"10,614 ",39,18,5,0
"10,615 ",55,24,5,0
"10,616 ",38,263.5,15,0.05
"10,616 ",56,38,14,0
"10,616 ",70,15,15,0.05
"10,616 ",71,21.5,15,0.05
"10,617 ",59,55,30,0.15
"10,618 ",6,25,70,0
"10,618 ",56,38,20,0
"10,618 ",68,12.5,15,0
"10,619 ",21,10,42,0
"10,619 ",22,21,40,0
"10,620 ",24,4.5,5,0
"10,620 ",52,7,5,0
"10,621 ",19,9.2,5,0
"10,621 ",23,9,10,0
"10,621 ",70,15,20,0
"10,621 ",71,21.5,15,0
"10,622 ",2,19,20,0
"10,622 ",68,12.5,18,0.2
"10,623 ",14,23.25,21,0
"10,623 ",19,9.2,15,0.1
"10,623 ",21,10,25,0.1
"10,623 ",24,4.5,3,0
"10,623 ",35,18,30,0.1
"10,624 ",28,45.6,10,0
"10,624 ",29,123.79,6,0
"10,624 ",44,19.45,10,0
"10,625 ",14,23.25,3,0
"10,625 ",42,14,5,0
"10,625 ",60,34,10,0
"10,626 ",53,32.8,12,0
"10,626 ",60,34,20,0
"10,626 ",71,21.5,20,0
"10,627 ",62,49.3,15,0
"10,627 ",73,15,35,0.15
"10,628 ",1,18,25,0
"10,629 ",29,123.79,20,0
"10,629 ",64,33.25,9,0
"10,630 ",55,24,12,0.05
"10,630 ",76,18,35,0
"10,631 ",75,7.75,8,0.1
"10,632 ",2,19,30,0.05
"10,632 ",33,2.5,20,0.05
"10,633 ",12,38,36,0.15
"10,633 ",13,6,13,0.15
"10,633 ",26,31.23,35,0.15
"10,633 ",62,49.3,80,0.15
"10,634 ",7,30,35,0
"10,634 ",18,62.5,50,0
"10,634 ",51,53,15,0
"10,634 ",75,7.75,2,0
"10,635 ",4,22,10,0.1
"10,635 ",5,21.35,15,0.1
"10,635 ",22,21,40,0
"10,636 ",4,22,25,0
"10,636 ",58,13.25,6,0
"10,637 ",11,21,10,0
"10,637 ",50,16.25,25,0.05
"10,637 ",56,38,60,0.05
"10,638 ",45,9.5,20,0
"10,638 ",65,21.05,21,0
"10,638 ",72,34.8,60,0
"10,639 ",18,62.5,8,0
"10,640 ",69,36,20,0.25
"10,640 ",70,15,15,0.25
"10,641 ",2,19,50,0
"10,641 ",40,18.4,60,0
"10,642 ",21,10,30,0.2
"10,642 ",61,28.5,20,0.2
"10,643 ",28,45.6,15,0.25
"10,643 ",39,18,21,0.25
"10,643 ",46,12,2,0.25
"10,644 ",18,62.5,4,0.1
"10,644 ",43,46,20,0
"10,644 ",46,12,21,0.1
"10,645 ",18,62.5,20,0
"10,645 ",36,19,15,0
"10,646 ",1,18,15,0.25
"10,646 ",10,31,18,0.25
"10,646 ",71,21.5,30,0.25
"10,646 ",77,13,35,0.25
"10,647 ",19,9.2,30,0
"10,647 ",39,18,20,0
"10,648 ",22,21,15,0
"10,648 ",24,4.5,15,0.15
"10,649 ",28,45.6,20,0
"10,649 ",72,34.8,15,0
"10,650 ",30,25.89,30,0
"10,650 ",53,32.8,25,0.05
"10,650 ",54,7.45,30,0
"10,651 ",19,9.2,12,0.25
"10,651 ",22,21,20,0.25
"10,652 ",30,25.89,2,0.25
"10,652 ",42,14,20,0
"10,653 ",16,17.45,30,0.1
"10,653 ",60,34,20,0.1
"10,654 ",4,22,12,0.1
"10,654 ",39,18,20,0.1
"10,654 ",54,7.45,6,0.1
"10,655 ",41,9.65,20,0.2
"10,656 ",14,23.25,3,0.1
"10,656 ",44,19.45,28,0.1
"10,656 ",47,9.5,6,0.1
"10,657 ",15,15.5,50,0
"10,657 ",41,9.65,24,0
"10,657 ",46,12,45,0
"10,657 ",47,9.5,10,0
"10,657 ",56,38,45,0
"10,657 ",60,34,30,0
"10,658 ",21,10,60,0
"10,658 ",40,18.4,70,0.05
"10,658 ",60,34,55,0.05
"10,658 ",77,13,70,0.05
"10,659 ",31,12.5,20,0.05
"10,659 ",40,18.4,24,0.05
"10,659 ",70,15,40,0.05
"10,660 ",20,81,21,0
"10,661 ",39,18,3,0.2
"10,661 ",58,13.25,49,0.2
"10,662 ",68,12.5,10,0
"10,663 ",40,18.4,30,0.05
"10,663 ",42,14,30,0.05
"10,663 ",51,53,20,0.05
"10,664 ",10,31,24,0.15
"10,664 ",56,38,12,0.15
"10,664 ",65,21.05,15,0.15
"10,665 ",51,53,20,0
"10,665 ",59,55,1,0
"10,665 ",76,18,10,0
"10,666 ",29,123.79,36,0
"10,666 ",65,21.05,10,0
"10,667 ",69,36,45,0.2
"10,667 ",71,21.5,14,0.2
"10,668 ",31,12.5,8,0.1
"10,668 ",55,24,4,0.1
"10,668 ",64,33.25,15,0.1
"10,669 ",36,19,30,0
"10,670 ",23,9,32,0
"10,670 ",46,12,60,0
"10,670 ",67,14,25,0
"10,670 ",73,15,50,0
"10,670 ",75,7.75,25,0
"10,671 ",16,17.45,10,0
"10,671 ",62,49.3,10,0
"10,671 ",65,21.05,12,0
"10,672 ",38,263.5,15,0.1
"10,672 ",71,21.5,12,0
"10,673 ",16,17.45,3,0
"10,673 ",42,14,6,0
"10,673 ",43,46,6,0
"10,674 ",23,9,5,0
"10,675 ",14,23.25,30,0
"10,675 ",53,32.8,10,0
"10,675 ",58,13.25,30,0
"10,676 ",10,31,2,0
"10,676 ",19,9.2,7,0
"10,676 ",44,19.45,21,0
"10,677 ",26,31.23,30,0.15
"10,677 ",33,2.5,8,0.15
"10,678 ",12,38,100,0
"10,678 ",33,2.5,30,0
"10,678 ",41,9.65,120,0
"10,678 ",54,7.45,30,0
"10,679 ",59,55,12,0
"10,680 ",16,17.45,50,0.25
"10,680 ",31,12.5,20,0.25
"10,680 ",42,14,40,0.25
"10,681 ",19,9.2,30,0.1
"10,681 ",21,10,12,0.1
"10,681 ",64,33.25,28,0
"10,682 ",33,2.5,30,0
"10,682 ",66,17,4,0
"10,682 ",75,7.75,30,0
"10,683 ",52,7,9,0
"10,684 ",40,18.4,20,0
"10,684 ",47,9.5,40,0
"10,684 ",60,34,30,0
"10,685 ",10,31,20,0
"10,685 ",41,9.65,4,0
"10,685 ",47,9.5,15,0
"10,686 ",17,39,30,0.2
"10,686 ",26,31.23,15,0
"10,687 ",9,97,50,0.25
"10,687 ",29,123.79,10,0
"10,687 ",36,19,6,0.25
"10,688 ",10,31,18,0.1
"10,688 ",28,45.6,60,0.1
"10,688 ",34,14,14,0
"10,689 ",1,18,35,0.25
"10,690 ",56,38,20,0.25
"10,690 ",77,13,30,0.25
"10,691 ",1,18,30,0
"10,691 ",29,123.79,40,0
"10,691 ",43,46,40,0
"10,691 ",44,19.45,24,0
"10,691 ",62,49.3,48,0
"10,692 ",63,43.9,20,0
"10,693 ",9,97,6,0
"10,693 ",54,7.45,60,0.15
"10,693 ",69,36,30,0.15
"10,693 ",73,15,15,0.15
"10,694 ",7,30,90,0
"10,694 ",59,55,25,0
"10,694 ",70,15,50,0
"10,695 ",8,40,10,0
"10,695 ",12,38,4,0
"10,695 ",24,4.5,20,0
"10,696 ",17,39,20,0
"10,696 ",46,12,18,0
"10,697 ",19,9.2,7,0.25
"10,697 ",35,18,9,0.25
"10,697 ",58,13.25,30,0.25
"10,697 ",70,15,30,0.25
"10,698 ",11,21,15,0
"10,698 ",17,39,8,0.05
"10,698 ",29,123.79,12,0.05
"10,698 ",65,21.05,65,0.05
"10,698 ",70,15,8,0.05
"10,699 ",47,9.5,12,0
"10,700 ",1,18,5,0.2
"10,700 ",34,14,12,0.2
"10,700 ",68,12.5,40,0.2
"10,700 ",71,21.5,60,0.2
"10,701 ",59,55,42,0.15
"10,701 ",71,21.5,20,0.15
"10,701 ",76,18,35,0.15
"10,702 ",3,10,6,0
"10,702 ",76,18,15,0
"10,703 ",2,19,5,0
"10,703 ",59,55,35,0
"10,703 ",73,15,35,0
"10,704 ",4,22,6,0
"10,704 ",24,4.5,35,0
"10,704 ",48,12.75,24,0
"10,705 ",31,12.5,20,0
"10,705 ",32,32,4,0
"10,706 ",16,17.45,20,0
"10,706 ",43,46,24,0
"10,706 ",59,55,8,0
"10,707 ",55,24,21,0
"10,707 ",57,19.5,40,0
"10,707 ",70,15,28,0.15
"10,708 ",5,21.35,4,0
"10,708 ",36,19,5,0
"10,709 ",8,40,40,0
"10,709 ",51,53,28,0
"10,709 ",60,34,10,0
"10,710 ",19,9.2,5,0
"10,710 ",47,9.5,5,0
"10,711 ",19,9.2,12,0
"10,711 ",41,9.65,42,0
"10,711 ",53,32.8,120,0
"10,712 ",53,32.8,3,0.05
"10,712 ",56,38,30,0
"10,713 ",10,31,18,0
"10,713 ",26,31.23,30,0
"10,713 ",45,9.5,110,0
"10,713 ",46,12,24,0
"10,714 ",2,19,30,0.25
"10,714 ",17,39,27,0.25
"10,714 ",47,9.5,50,0.25
"10,714 ",56,38,18,0.25
"10,714 ",58,13.25,12,0.25
"10,715 ",10,31,21,0
"10,715 ",71,21.5,30,0
"10,716 ",21,10,5,0
"10,716 ",51,53,7,0
"10,716 ",61,28.5,10,0
"10,717 ",21,10,32,0.05
"10,717 ",54,7.45,15,0
"10,717 ",69,36,25,0.05
"10,718 ",12,38,36,0
"10,718 ",16,17.45,20,0
"10,718 ",36,19,40,0
"10,718 ",62,49.3,20,0
"10,719 ",18,62.5,12,0.25
"10,719 ",30,25.89,3,0.25
"10,719 ",54,7.45,40,0.25
"10,720 ",35,18,21,0
"10,720 ",71,21.5,8,0
"10,721 ",44,19.45,50,0.05
"10,722 ",2,19,3,0
"10,722 ",31,12.5,50,0
"10,722 ",68,12.5,45,0
"10,722 ",75,7.75,42,0
"10,723 ",26,31.23,15,0
"10,724 ",10,31,16,0
"10,724 ",61,28.5,5,0
"10,725 ",41,9.65,12,0
"10,725 ",52,7,4,0
"10,725 ",55,24,6,0
"10,726 ",4,22,25,0
"10,726 ",11,21,5,0
"10,727 ",17,39,20,0.05
"10,727 ",56,38,10,0.05
"10,727 ",59,55,10,0.05
"10,728 ",30,25.89,15,0
"10,728 ",40,18.4,6,0
"10,728 ",55,24,12,0
"10,728 ",60,34,15,0
"10,729 ",1,18,50,0
"10,729 ",21,10,30,0
"10,729 ",50,16.25,40,0
"10,730 ",16,17.45,15,0.05
"10,730 ",31,12.5,3,0.05
"10,730 ",65,21.05,10,0.05
"10,731 ",21,10,40,0.05
"10,731 ",51,53,30,0.05
"10,732 ",76,18,20,0
"10,733 ",14,23.25,16,0
"10,733 ",28,45.6,20,0
"10,733 ",52,7,25,0
"10,734 ",6,25,30,0
"10,734 ",30,25.89,15,0
"10,734 ",76,18,20,0
"10,735 ",61,28.5,20,0.1
"10,735 ",77,13,2,0.1
"10,736 ",65,21.05,40,0
"10,736 ",75,7.75,20,0
"10,737 ",13,6,4,0
"10,737 ",41,9.65,12,0
"10,738 ",16,17.45,3,0
"10,739 ",36,19,6,0
"10,739 ",52,7,18,0
"10,740 ",28,45.6,5,0.2
"10,740 ",35,18,35,0.2
"10,740 ",45,9.5,40,0.2
"10,740 ",56,38,14,0.2
"10,741 ",2,19,15,0.2
"10,742 ",3,10,20,0
"10,742 ",60,34,50,0
"10,742 ",72,34.8,35,0
"10,743 ",46,12,28,0.05
"10,744 ",40,18.4,50,0.2
"10,745 ",18,62.5,24,0
"10,745 ",44,19.45,16,0
"10,745 ",59,55,45,0
"10,745 ",72,34.8,7,0
"10,746 ",13,6,6,0
"10,746 ",42,14,28,0
"10,746 ",62,49.3,9,0
"10,746 ",69,36,40,0
"10,747 ",31,12.5,8,0
"10,747 ",41,9.65,35,0
"10,747 ",63,43.9,9,0
"10,747 ",69,36,30,0
"10,748 ",23,9,44,0
"10,748 ",40,18.4,40,0
"10,748 ",56,38,28,0
"10,749 ",56,38,15,0
"10,749 ",59,55,6,0
"10,749 ",76,18,10,0
"10,750 ",14,23.25,5,0.15
"10,750 ",45,9.5,40,0.15
"10,750 ",59,55,25,0.15
"10,751 ",26,31.23,12,0.1
"10,751 ",30,25.89,30,0
"10,751 ",50,16.25,20,0.1
"10,751 ",73,15,15,0
"10,752 ",1,18,8,0
"10,752 ",69,36,3,0
"10,753 ",45,9.5,4,0
"10,753 ",74,10,5,0
"10,754 ",40,18.4,3,0
"10,755 ",47,9.5,30,0.25
"10,755 ",56,38,30,0.25
"10,755 ",57,19.5,14,0.25
"10,755 ",69,36,25,0.25
"10,756 ",18,62.5,21,0.2
"10,756 ",36,19,20,0.2
"10,756 ",68,12.5,6,0.2
"10,756 ",69,36,20,0.2
"10,757 ",34,14,30,0
"10,757 ",59,55,7,0
"10,757 ",62,49.3,30,0
"10,757 ",64,33.25,24,0
"10,758 ",26,31.23,20,0
"10,758 ",52,7,60,0
"10,758 ",70,15,40,0
"10,759 ",32,32,10,0
"10,760 ",25,14,12,0.25
"10,760 ",27,43.9,40,0
"10,760 ",43,46,30,0.25
"10,761 ",25,14,35,0.25
"10,761 ",75,7.75,18,0
"10,762 ",39,18,16,0
"10,762 ",47,9.5,30,0
"10,762 ",51,53,28,0
"10,762 ",56,38,60,0
"10,763 ",21,10,40,0
"10,763 ",22,21,6,0
"10,763 ",24,4.5,20,0
"10,764 ",3,10,20,0.1
"10,764 ",39,18,130,0.1
"10,765 ",65,21.05,80,0.1
"10,766 ",2,19,40,0
"10,766 ",7,30,35,0
"10,766 ",68,12.5,40,0
"10,767 ",42,14,2,0
"10,768 ",22,21,4,0
"10,768 ",31,12.5,50,0
"10,768 ",60,34,15,0
"10,768 ",71,21.5,12,0
"10,769 ",41,9.65,30,0.05
"10,769 ",52,7,15,0.05
"10,769 ",61,28.5,20,0
"10,769 ",62,49.3,15,0
"10,770 ",11,21,15,0.25
"10,771 ",71,21.5,16,0
"10,772 ",29,123.79,18,0
"10,772 ",59,55,25,0
"10,773 ",17,39,33,0
"10,773 ",31,12.5,70,0.2
"10,773 ",75,7.75,7,0.2
"10,774 ",31,12.5,2,0.25
"10,774 ",66,17,50,0
"10,775 ",10,31,6,0
"10,775 ",67,14,3,0
"10,776 ",31,12.5,16,0.05
"10,776 ",42,14,12,0.05
"10,776 ",45,9.5,27,0.05
"10,776 ",51,53,120,0.05
"10,777 ",42,14,20,0.2
"10,778 ",41,9.65,10,0
"10,779 ",16,17.45,20,0
"10,779 ",62,49.3,20,0
"10,780 ",70,15,35,0
"10,780 ",77,13,15,0
"10,781 ",54,7.45,3,0.2
"10,781 ",56,38,20,0.2
"10,781 ",74,10,35,0
"10,782 ",31,12.5,1,0
"10,783 ",31,12.5,10,0
"10,783 ",38,263.5,5,0
"10,784 ",36,19,30,0
"10,784 ",39,18,2,0.15
"10,784 ",72,34.8,30,0.15
"10,785 ",10,31,10,0
"10,785 ",75,7.75,10,0
"10,786 ",8,40,30,0.2
"10,786 ",30,25.89,15,0.2
"10,786 ",75,7.75,42,0.2
"10,787 ",2,19,15,0.05
"10,787 ",29,123.79,20,0.05
"10,788 ",19,9.2,50,0.05
"10,788 ",75,7.75,40,0.05
"10,789 ",18,62.5,30,0
"10,789 ",35,18,15,0
"10,789 ",63,43.9,30,0
"10,789 ",68,12.5,18,0
"10,790 ",7,30,3,0.15
"10,790 ",56,38,20,0.15
"10,791 ",29,123.79,14,0.05
"10,791 ",41,9.65,20,0.05
"10,792 ",2,19,10,0
"10,792 ",54,7.45,3,0
"10,792 ",68,12.5,15,0
"10,793 ",41,9.65,14,0
"10,793 ",52,7,8,0
"10,794 ",14,23.25,15,0.2
"10,794 ",54,7.45,6,0.2
"10,795 ",16,17.45,65,0
"10,795 ",17,39,35,0.25
"10,796 ",26,31.23,21,0.2
"10,796 ",44,19.45,10,0
"10,796 ",64,33.25,35,0.2
"10,796 ",69,36,24,0.2
"10,797 ",11,21,20,0
"10,798 ",62,49.3,2,0
"10,798 ",72,34.8,10,0
"10,799 ",13,6,20,0.15
"10,799 ",24,4.5,20,0.15
"10,799 ",59,55,25,0
"10,800 ",11,21,50,0.1
"10,800 ",51,53,10,0.1
"10,800 ",54,7.45,7,0.1
"10,801 ",17,39,40,0.25
"10,801 ",29,123.79,20,0.25
"10,802 ",30,25.89,25,0.25
"10,802 ",51,53,30,0.25
"10,802 ",55,24,60,0.25
"10,802 ",62,49.3,5,0.25
"10,803 ",19,9.2,24,0.05
"10,803 ",25,14,15,0.05
"10,803 ",59,55,15,0.05
"10,804 ",10,31,36,0
"10,804 ",28,45.6,24,0
"10,804 ",49,20,4,0.15
"10,805 ",34,14,10,0
"10,805 ",38,263.5,10,0
"10,806 ",2,19,20,0.25
"10,806 ",65,21.05,2,0
"10,806 ",74,10,15,0.25
"10,807 ",40,18.4,1,0
"10,808 ",56,38,20,0.15
"10,808 ",76,18,50,0.15
"10,809 ",52,7,20,0
"10,810 ",13,6,7,0
"10,810 ",25,14,5,0
"10,810 ",70,15,5,0
"10,811 ",19,9.2,15,0
"10,811 ",23,9,18,0
"10,811 ",40,18.4,30,0
"10,812 ",31,12.5,16,0.1
"10,812 ",72,34.8,40,0.1
"10,812 ",77,13,20,0
"10,813 ",2,19,12,0.2
"10,813 ",46,12,35,0
"10,814 ",41,9.65,20,0
"10,814 ",43,46,20,0.15
"10,814 ",48,12.75,8,0.15
"10,814 ",61,28.5,30,0.15
"10,815 ",33,2.5,16,0
"10,816 ",38,263.5,30,0.05
"10,816 ",62,49.3,20,0.05
"10,817 ",26,31.23,40,0.15
"10,817 ",38,263.5,30,0
"10,817 ",40,18.4,60,0.15
"10,817 ",62,49.3,25,0.15
"10,818 ",32,32,20,0
"10,818 ",41,9.65,20,0
"10,819 ",43,46,7,0
"10,819 ",75,7.75,20,0
"10,820 ",56,38,30,0
"10,821 ",35,18,20,0
"10,821 ",51,53,6,0
"10,822 ",62,49.3,3,0
"10,822 ",70,15,6,0
"10,823 ",11,21,20,0.1
"10,823 ",57,19.5,15,0
"10,823 ",59,55,40,0.1
"10,823 ",77,13,15,0.1
"10,824 ",41,9.65,12,0
"10,824 ",70,15,9,0
"10,825 ",26,31.23,12,0
"10,825 ",53,32.8,20,0
"10,826 ",31,12.5,35,0
"10,826 ",57,19.5,15,0
"10,827 ",10,31,15,0
"10,827 ",39,18,21,0
"10,828 ",20,81,5,0
"10,828 ",38,263.5,2,0
"10,829 ",2,19,10,0
"10,829 ",8,40,20,0
"10,829 ",13,6,10,0
"10,829 ",60,34,21,0
"10,830 ",6,25,6,0
"10,830 ",39,18,28,0
"10,830 ",60,34,30,0
"10,830 ",68,12.5,24,0
"10,831 ",19,9.2,2,0
"10,831 ",35,18,8,0
"10,831 ",38,263.5,8,0
"10,831 ",43,46,9,0
"10,832 ",13,6,3,0.2
"10,832 ",25,14,10,0.2
"10,832 ",44,19.45,16,0.2
"10,832 ",64,33.25,3,0
"10,833 ",7,30,20,0.1
"10,833 ",31,12.5,9,0.1
"10,833 ",53,32.8,9,0.1
"10,834 ",29,123.79,8,0.05
"10,834 ",30,25.89,20,0.05
"10,835 ",59,55,15,0
"10,835 ",77,13,2,0.2
"10,836 ",22,21,52,0
"10,836 ",35,18,6,0
"10,836 ",57,19.5,24,0
"10,836 ",60,34,60,0
"10,836 ",64,33.25,30,0
"10,837 ",13,6,6,0
"10,837 ",40,18.4,25,0
"10,837 ",47,9.5,40,0.25
"10,837 ",76,18,21,0.25
"10,838 ",1,18,4,0.25
"10,838 ",18,62.5,25,0.25
"10,838 ",36,19,50,0.25
"10,839 ",58,13.25,30,0.1
"10,839 ",72,34.8,15,0.1
"10,840 ",25,14,6,0.2
"10,840 ",39,18,10,0.2
"10,841 ",10,31,16,0
"10,841 ",56,38,30,0
"10,841 ",59,55,50,0
"10,841 ",77,13,15,0
"10,842 ",11,21,15,0
"10,842 ",43,46,5,0
"10,842 ",68,12.5,20,0
"10,842 ",70,15,12,0
"10,843 ",51,53,4,0.25
"10,844 ",22,21,35,0
"10,845 ",23,9,70,0.1
"10,845 ",35,18,25,0.1
"10,845 ",42,14,42,0.1
"10,845 ",58,13.25,60,0.1
"10,845 ",64,33.25,48,0
"10,846 ",4,22,21,0
"10,846 ",70,15,30,0
"10,846 ",74,10,20,0
"10,847 ",1,18,80,0.2
"10,847 ",19,9.2,12,0.2
"10,847 ",37,26,60,0.2
"10,847 ",45,9.5,36,0.2
"10,847 ",60,34,45,0.2
"10,847 ",71,21.5,55,0.2
"10,848 ",5,21.35,30,0
"10,848 ",9,97,3,0
"10,849 ",3,10,49,0
"10,849 ",26,31.23,18,0.15
"10,850 ",25,14,20,0.15
"10,850 ",33,2.5,4,0.15
"10,850 ",70,15,30,0.15
"10,851 ",2,19,5,0.05
"10,851 ",25,14,10,0.05
"10,851 ",57,19.5,10,0.05
"10,851 ",59,55,42,0.05
"10,852 ",2,19,15,0
"10,852 ",17,39,6,0
"10,852 ",62,49.3,50,0
"10,853 ",18,62.5,10,0
"10,854 ",10,31,100,0.15
"10,854 ",13,6,65,0.15
"10,855 ",16,17.45,50,0
"10,855 ",31,12.5,14,0
"10,855 ",56,38,24,0
"10,855 ",65,21.05,15,0.15
"10,856 ",2,19,20,0
"10,856 ",42,14,20,0
"10,857 ",3,10,30,0
"10,857 ",26,31.23,35,0.25
"10,857 ",29,123.79,10,0.25
"10,858 ",7,30,5,0
"10,858 ",27,43.9,10,0
"10,858 ",70,15,4,0
"10,859 ",24,4.5,40,0.25
"10,859 ",54,7.45,35,0.25
"10,859 ",64,33.25,30,0.25
"10,860 ",51,53,3,0
"10,860 ",76,18,20,0
"10,861 ",17,39,42,0
"10,861 ",18,62.5,20,0
"10,861 ",21,10,40,0
"10,861 ",33,2.5,35,0
"10,861 ",62,49.3,3,0
"10,862 ",11,21,25,0
"10,862 ",52,7,8,0
"10,863 ",1,18,20,0.15
"10,863 ",58,13.25,12,0.15
"10,864 ",35,18,4,0
"10,864 ",67,14,15,0
"10,865 ",38,263.5,60,0.05
"10,865 ",39,18,80,0.05
"10,866 ",2,19,21,0.25
"10,866 ",24,4.5,6,0.25
"10,866 ",30,25.89,40,0.25
"10,867 ",53,32.8,3,0
"10,868 ",26,31.23,20,0
"10,868 ",35,18,30,0
"10,868 ",49,20,42,0.1
"10,869 ",1,18,40,0
"10,869 ",11,21,10,0
"10,869 ",23,9,50,0
"10,869 ",68,12.5,20,0
"10,870 ",35,18,3,0
"10,870 ",51,53,2,0
"10,871 ",6,25,50,0.05
"10,871 ",16,17.45,12,0.05
"10,871 ",17,39,16,0.05
"10,872 ",55,24,10,0.05
"10,872 ",62,49.3,20,0.05
"10,872 ",64,33.25,15,0.05
